"Height","Phos","Potas","Sulf","Planting","Type","Temp","Quality"
26.6,67,260,37,2022-04-04,"Dendrobium",17.6,7
16.3,83,290,40,2022-03-26,"Miltoniopsis",19.8,7
19.9,0,250,38,2022-04-15,"Cambria",20,4
15.7,77,261,32,2022-03-21,"Cymbidium",19.1,5
25.9,69,340,40,2022-03-09,"Dendrobium",18.9,6
24.3,91,276,34,2022-04-11,"Vanda",26.1,6
8,88,305,40,2022-03-15,"Paphiopedalum",21.9,7
16.7,93,241,41,2022-04-04,"Miltoniopsis",18.5,4
3,92,288,37,2022-03-22,"Odontoglossum",17.7,7
14.1,72,318,37,2022-04-01,"Vanda",26.9,7
15.5,94,287,36,2022-03-19,"Phalaenopsis",27.2,8
16.6,87,309,32,2022-04-02,"Phalaenopsis",28,7
16.6,75,319,0,2022-03-20,"Cambria",20.2,6
14.7,93,312,36,2022-03-14,"Cymbidium",17.4,4
16.8,83,278,0,2022-03-15,"Miltoniopsis",17.9,8
15.1,0,264,39,2022-03-31,"Phalaenopsis",24.4,8
2.6,81,272,38,2022-04-02,"Odontoglossum",17.6,8
13,85,251,0,2022-04-03,"Miltoniopsis",17.6,4
26.4,76,240,31,2022-03-22,"Dendrobium",17.3,8
20.2,71,279,35,2022-03-11,"Vanda",26,6
16.1,68,295,34,2022-04-10,"Phalaenopsis",24.9,5
22.2,74,257,36,2022-04-08,"Vanda",26,8
3.3,89,263,33,2022-03-26,"Odontoglossum",19,7
14.4,84,271,36,2022-03-25,"Phalaenopsis",26.1,10
9,103,283,38,2022-03-27,"Paphiopedalum",20,7
20.7,95,294,37,2022-03-12,"Vanda",24.5,5
29.2,80,0,37,2022-03-19,"Dendrobium",19.9,7
8.3,77,242,30,2022-03-07,"Cattleya",22,5
15.4,80,0,37,2022-03-09,"Miltoniopsis",20,6
7.3,82,322,39,2022-04-13,"Oncidium",19.8,6
15.6,73,244,38,2022-03-17,"Phalaenopsis",24.7,6
21.5,84,275,37,2022-04-05,"Cambria",22.9,7
15.9,72,249,37,2022-04-14,"Cymbidium",16.8,7
16.3,75,277,0,2022-03-23,"Phalaenopsis",24.8,9
13.6,77,251,35,2022-04-16,"Phalaenopsis",26.4,8
16.4,83,258,37,2022-03-12,"Phalaenopsis",25.1,4
8,99,243,39,2022-04-11,"Cattleya",20,6
14.4,72,293,0,2022-03-14,"Cymbidium",19.3,4
13.2,0,252,37,2022-03-29,"Cymbidium",18.3,5
16.6,68,250,35,2022-03-27,"Phalaenopsis",25.5,8
8.4,99,273,0,2022-03-25,"Paphiopedalum",22.3,6
9.3,85,278,35,2022-03-15,"Cattleya",21.2,7
3.5,83,298,36,2022-04-06,"Odontoglossum",19.5,7
15.8,81,246,38,2022-03-25,"Phalaenopsis",26.4,9
21.7,72,280,34,2022-04-05,"Dendrobium",16.8,8
7.9,67,295,36,2022-04-09,"Cattleya",20.9,5
17.1,77,276,31,2022-03-23,"Cymbidium",18.2,7
14.7,78,311,37,2022-04-08,"Phalaenopsis",25.5,7
6.5,91,327,34,2022-03-18,"Oncidium",20.5,9
7.7,109,302,0,2022-03-24,"Paphiopedalum",19.9,5
26,62,272,33,2022-04-15,"Dendrobium",20.1,6
15.3,75,259,35,2022-03-16,"Phalaenopsis",27.7,6
12.6,0,273,37,2022-03-14,"Cymbidium",20.7,5
6.2,77,301,38,2022-03-10,"Oncidium",19.2,5
8.8,66,281,38,2022-04-09,"Paphiopedalum",19.5,5
3.4,86,0,34,2022-03-08,"Odontoglossum",18.2,6
8.2,87,294,32,2022-03-29,"Oncidium",20.9,7
25.8,88,296,38,2022-04-10,"Dendrobium",16.2,6
8.1,87,294,40,2022-03-26,"Paphiopedalum",21.9,7
6.2,85,289,40,2022-04-04,"Oncidium",21,7
19.8,80,292,34,2022-03-31,"Vanda",27.1,9
9.8,85,286,35,2022-03-26,"Cattleya",21.2,5
7.1,85,296,37,2022-03-12,"Paphiopedalum",20.6,9
6.1,68,311,0,2022-03-26,"Oncidium",22.4,8
16.8,78,305,33,2022-03-03,"Cambria",19.5,4
5.9,102,319,34,2022-03-12,"Oncidium",20,7
14.2,77,286,0,2022-04-01,"Cymbidium",20.2,7
7,69,320,39,2022-03-18,"Paphiopedalum",21.7,6
6.6,66,323,36,2022-03-23,"Oncidium",21.7,8
12.3,93,253,38,2022-03-28,"Cymbidium",19.8,7
13.7,70,284,38,2022-03-31,"Phalaenopsis",23.5,5
6.5,0,308,40,2022-03-10,"Oncidium",19.3,7
22.2,91,282,37,2022-03-19,"Cambria",21.2,6
14.3,0,302,38,2022-03-22,"Miltoniopsis",18.6,5
29.3,75,0,0,2022-03-25,"Dendrobium",18.9,7
13,74,284,37,2022-04-04,"Cymbidium",17.9,8
6.7,68,274,35,2022-03-28,"Cattleya",22.5,9
15.5,89,269,34,2022-03-22,"Cymbidium",17.9,6
27.2,70,270,35,2022-04-20,"Dendrobium",20.1,6
14.3,88,267,0,2022-03-27,"Cymbidium",16.3,5
23.8,70,238,36,2022-03-25,"Vanda",27.7,8
5.8,79,264,32,2022-03-21,"Oncidium",21.7,7
12.8,77,0,0,2022-03-16,"Cambria",19.8,3
5.3,75,270,38,2022-03-31,"Paphiopedalum",19.3,4
14,73,274,40,2022-03-11,"Cymbidium",16.8,3
21.6,69,0,33,2022-03-27,"Dendrobium",17,7
27.3,77,288,40,2022-03-18,"Dendrobium",17.7,7
3.3,83,286,41,2022-04-04,"Odontoglossum",20.4,9
3.6,0,274,35,2022-03-12,"Odontoglossum",19.6,6
6.3,89,0,37,2022-04-02,"Oncidium",21.1,6
14,71,289,39,2022-03-28,"Miltoniopsis",19.6,7
7.2,78,313,35,2022-03-21,"Oncidium",20.6,7
27.8,71,293,33,2022-03-29,"Dendrobium",16.5,8
17.1,76,309,38,2022-03-15,"Vanda",25.3,7
22.9,66,277,36,2022-03-26,"Dendrobium",20.1,7
7.2,82,270,37,2022-03-26,"Oncidium",19.6,8
7.2,87,268,39,2022-03-24,"Paphiopedalum",19.3,5
14.8,68,296,38,2022-03-24,"Phalaenopsis",24.4,6
7.8,0,279,38,2022-03-10,"Oncidium",19.5,6
4.4,0,297,37,2022-03-27,"Paphiopedalum",20.8,7
20.3,89,262,0,2022-03-13,"Vanda",25.3,5
13.3,67,308,36,2022-03-13,"Miltoniopsis",17,5
11.3,80,275,41,2022-03-20,"Cymbidium",17.3,5
6.8,89,282,35,2022-03-15,"Paphiopedalum",19.5,7
23.4,78,245,32,2022-04-02,"Vanda",27.5,8
25.3,75,265,38,2022-03-11,"Dendrobium",18.1,4
6.1,0,259,36,2022-03-06,"Oncidium",21.4,4
16.8,86,0,38,2022-03-09,"Cambria",20.9,8
8.8,99,289,36,2022-03-05,"Cattleya",20.8,6
3.2,86,264,37,2022-04-10,"Odontoglossum",17.8,8
17.7,95,306,36,2022-03-14,"Phalaenopsis",25.8,7
27.8,97,259,39,2022-03-10,"Dendrobium",18.6,6
5.8,0,292,38,2022-03-25,"Paphiopedalum",21.5,9
8.2,75,275,38,2022-03-13,"Paphiopedalum",20.8,7
17.5,88,293,37,2022-03-29,"Cambria",20,9
5.9,84,280,31,2022-04-05,"Oncidium",21.2,3
17.4,88,298,36,2022-04-11,"Phalaenopsis",24,6
16.6,0,297,34,2022-03-15,"Miltoniopsis",18.8,8
23.4,83,249,35,2022-03-09,"Vanda",24,5
6.2,73,269,39,2022-04-16,"Oncidium",19.3,4
3.2,69,250,35,2022-04-09,"Odontoglossum",20.3,8
14,74,279,39,2022-03-20,"Phalaenopsis",24.2,6
20.7,86,273,33,2022-03-13,"Cambria",19.9,7
3.5,93,305,36,2022-03-15,"Odontoglossum",20.4,6
7.2,82,258,36,2022-04-14,"Paphiopedalum",21.2,3
14.9,65,323,36,2022-03-02,"Phalaenopsis",28,7
22.2,76,266,37,2022-03-28,"Dendrobium",19.4,7
6.2,70,292,37,2022-03-21,"Oncidium",22.3,5
18.1,80,263,38,2022-03-06,"Cymbidium",17.4,5
7.4,74,326,34,2022-03-15,"Oncidium",20.7,7
17.1,110,292,41,2022-03-25,"Phalaenopsis",25.3,9
14.7,67,289,34,2022-04-04,"Cymbidium",18.7,8
15.1,79,271,38,2022-03-12,"Phalaenopsis",28.1,5
6.8,88,322,40,2022-03-15,"Oncidium",21.4,8
8.3,0,253,42,2022-03-28,"Cattleya",21.3,8
18.3,86,292,35,2022-03-15,"Cambria",19.9,4
25.2,84,297,36,2022-04-12,"Dendrobium",19.4,7
17.3,89,303,34,2022-03-24,"Phalaenopsis",24.7,7
6.9,78,218,41,2022-03-28,"Cattleya",20.1,5
24.9,76,319,40,2022-04-03,"Dendrobium",17.2,8
12.7,81,0,32,2022-03-26,"Phalaenopsis",25.9,7
8.6,83,259,35,2022-03-24,"Paphiopedalum",21.6,7
6.8,80,272,36,2022-03-18,"Oncidium",19.9,8
16.1,0,269,36,2022-04-19,"Miltoniopsis",20,3
14.7,73,279,34,2022-03-10,"Miltoniopsis",17.6,8
7.3,90,273,37,2022-03-26,"Oncidium",19.6,5
23.4,97,270,35,2022-03-27,"Dendrobium",18.9,7
7.6,90,301,36,2022-03-08,"Paphiopedalum",22.2,8
2.9,91,293,31,2022-03-23,"Odontoglossum",18.3,8
7.1,93,0,39,2022-03-23,"Paphiopedalum",21.3,8
20.7,82,273,39,2022-04-08,"Vanda",26.6,8
4.6,84,290,0,2022-04-13,"Oncidium",20.6,7
9.7,95,257,37,2022-03-10,"Cattleya",19.6,5
6.4,77,267,41,2022-03-11,"Paphiopedalum",20.7,9
6.4,94,224,0,2022-03-14,"Oncidium",21.2,8
13.2,82,306,38,2022-03-12,"Cymbidium",18.8,4
15,84,290,37,2022-04-17,"Phalaenopsis",27.9,5
15.7,67,277,44,2022-03-22,"Cambria",19.7,5
8.2,76,266,0,2022-03-12,"Paphiopedalum",22.7,7
6.5,74,313,35,2022-04-10,"Paphiopedalum",20.5,4
7,87,268,0,2022-04-02,"Oncidium",21.2,5
21.8,71,283,0,2022-03-20,"Vanda",26.6,5
19.8,91,253,35,2022-03-19,"Vanda",24.5,8
7.6,93,226,34,2022-03-15,"Oncidium",20.3,5
2.6,77,274,40,2022-03-28,"Odontoglossum",17.3,10
19.9,79,282,40,2022-03-08,"Vanda",25.2,4
7.7,97,268,34,2022-03-15,"Oncidium",21,8
3.4,76,276,35,2022-04-13,"Odontoglossum",19,7
5.8,78,261,35,2022-04-15,"Oncidium",21.6,6
7.7,105,264,37,2022-04-08,"Oncidium",20.3,4
12.8,84,287,35,2022-04-06,"Phalaenopsis",23.7,5
19.2,83,279,36,2022-03-30,"Cambria",20.7,9
7.6,89,310,39,2022-04-08,"Paphiopedalum",21.6,4
5.4,73,260,39,2022-04-15,"Oncidium",20,6
7.8,76,300,34,2022-03-07,"Paphiopedalum",21.5,8
13,66,317,43,2022-03-28,"Cymbidium",17.8,6
6.4,71,294,40,2022-04-04,"Oncidium",19.7,6
12.5,87,284,39,2022-03-08,"Cymbidium",18.9,2
15.5,84,353,41,2022-04-17,"Phalaenopsis",26.1,4
7.5,87,264,36,2022-03-29,"Oncidium",22.3,6
2.9,73,301,36,2022-03-24,"Odontoglossum",18.8,5
11.9,61,0,0,2022-03-14,"Phalaenopsis",24.7,7
8.8,76,302,39,2022-03-18,"Cattleya",22.5,8
14.2,0,296,37,2022-03-31,"Miltoniopsis",16.8,5
24.2,0,0,37,2022-03-28,"Vanda",25.8,9
2.7,0,252,39,2022-04-06,"Odontoglossum",18,7
3,78,278,34,2022-04-13,"Odontoglossum",18.8,7
18.8,94,255,40,2022-03-20,"Cambria",19.8,6
22.8,73,264,31,2022-03-13,"Dendrobium",19.3,5
6.9,83,321,33,2022-03-31,"Cattleya",20.2,7
19.1,65,284,38,2022-04-11,"Cambria",21,6
6.5,73,274,38,2022-03-31,"Oncidium",21.4,8
13.8,87,258,39,2022-04-05,"Phalaenopsis",24.4,10
14,0,255,33,2022-03-30,"Cymbidium",18,6
16.3,0,256,34,2022-03-25,"Cambria",19.5,8
17,75,309,40,2022-04-11,"Miltoniopsis",17.5,4
17.6,72,284,38,2022-03-16,"Cambria",22.6,4
8.9,89,253,32,2022-03-14,"Paphiopedalum",21.4,5
15.2,86,0,34,2022-03-11,"Cymbidium",17.1,7
14.4,97,307,33,2022-04-20,"Miltoniopsis",18.2,2
29,73,242,36,2022-03-14,"Dendrobium",19.8,6
19,72,0,37,2022-03-21,"Cambria",22.5,7
16.4,70,278,35,2022-04-06,"Cambria",20.4,8
6.8,77,281,34,2022-03-16,"Oncidium",20.4,8
7.7,79,244,38,2022-03-29,"Paphiopedalum",22,4
14.6,63,302,0,2022-03-24,"Cymbidium",18.9,8
15.1,81,242,32,2022-04-02,"Cymbidium",18.7,6
3.3,91,0,34,2022-03-16,"Odontoglossum",20.6,4
24.8,70,312,0,2022-03-05,"Vanda",26.6,4
18.1,83,308,38,2022-03-31,"Cambria",21.7,8
15.3,78,247,38,2022-03-22,"Cymbidium",18.3,9
16.5,91,291,41,2022-03-14,"Phalaenopsis",25.7,4
8.1,73,259,39,2022-03-21,"Oncidium",22.6,9
7.7,79,267,36,2022-04-12,"Cattleya",19.7,5
25.4,95,254,0,2022-03-30,"Dendrobium",18.7,9
6.6,77,0,38,2022-03-05,"Paphiopedalum",19.1,8
25.5,70,272,36,2022-03-21,"Dendrobium",17.9,8
17.7,83,230,39,2022-03-27,"Cambria",20.6,9
27.5,76,270,39,2022-03-08,"Dendrobium",18.4,3
10.1,82,332,34,2022-03-21,"Cymbidium",19.5,8
24.7,62,258,35,2022-04-04,"Vanda",28,8
7.1,75,307,38,2022-04-07,"Oncidium",20.5,9
17.4,0,339,39,2022-03-10,"Cambria",22.4,7
31.7,85,295,39,2022-04-14,"Dendrobium",19.8,6
8.8,107,273,37,2022-04-03,"Paphiopedalum",21.7,4
8.3,80,260,35,2022-04-15,"Oncidium",20.2,2
9.1,95,311,32,2022-03-30,"Cattleya",20.5,5
27,91,278,39,2022-03-30,"Vanda",25.3,7
16.3,79,277,37,2022-04-12,"Cymbidium",17.3,7
13.4,84,273,34,2022-04-03,"Miltoniopsis",19.6,3
7,68,294,34,2022-03-28,"Paphiopedalum",21,6
20.9,85,270,37,2022-03-29,"Vanda",24.4,8
8.7,0,245,32,2022-03-28,"Oncidium",21.1,6
3.4,0,319,37,2022-03-30,"Odontoglossum",19.5,6
19.7,81,272,37,2022-03-17,"Cambria",20.4,9
26.3,75,252,34,2022-03-16,"Vanda",25.8,5
23.8,89,285,0,2022-04-08,"Vanda",27.1,8
7.4,86,313,34,2022-03-08,"Oncidium",19.7,6
17.7,75,233,0,2022-04-03,"Miltoniopsis",19.8,6
8.7,75,289,39,2022-03-07,"Cattleya",20.8,5
15.3,65,298,38,2022-03-29,"Miltoniopsis",16.9,4
14.7,76,261,34,2022-03-27,"Cymbidium",18.5,7
7.9,73,312,35,2022-03-25,"Paphiopedalum",19.7,4
7.8,82,257,36,2022-04-08,"Oncidium",21.2,6
6.1,68,335,35,2022-04-17,"Oncidium",20.6,4
19.3,0,280,36,2022-03-14,"Cambria",21.4,7
15.3,81,0,35,2022-04-07,"Phalaenopsis",26.7,6
12.3,72,266,38,2022-03-12,"Cymbidium",19.6,5
8.3,90,256,35,2022-04-13,"Oncidium",21.6,5
7.1,67,0,34,2022-04-16,"Oncidium",20.5,5
6.6,95,0,39,2022-04-03,"Paphiopedalum",21.5,7
3,81,321,34,2022-04-09,"Odontoglossum",18.5,6
7.5,110,345,0,2022-03-22,"Cattleya",19.8,9
13,69,290,36,2022-03-16,"Phalaenopsis",26.9,8
16.4,77,0,35,2022-03-17,"Cymbidium",18.6,6
13.7,78,283,39,2022-03-24,"Phalaenopsis",24.5,9
13.2,66,280,38,2022-03-26,"Phalaenopsis",27.9,8
18.6,0,286,38,2022-03-25,"Dendrobium",19.6,5
3.7,88,310,0,2022-04-12,"Odontoglossum",20.2,7
7.5,73,242,39,2022-03-18,"Oncidium",19.5,7
18.8,68,275,34,2022-03-22,"Cambria",19.4,6
18.5,57,284,38,2022-03-19,"Miltoniopsis",18.4,5
17.4,69,264,37,2022-03-29,"Phalaenopsis",27.4,6
19.3,76,258,33,2022-03-16,"Cambria",21.4,7
13.9,0,284,37,2022-03-27,"Cymbidium",17.6,7
15.2,77,314,0,2022-03-16,"Miltoniopsis",17.9,7
6.8,0,307,38,2022-03-24,"Cattleya",20.5,9
14.7,83,280,35,2022-04-08,"Phalaenopsis",27.4,6
8.7,92,303,0,2022-03-27,"Cattleya",21.3,7
13.7,73,285,35,2022-03-08,"Miltoniopsis",16.7,7
6.4,97,326,40,2022-03-11,"Paphiopedalum",21.1,9
17.5,85,263,37,2022-03-10,"Miltoniopsis",19.2,8
8.1,79,289,30,2022-04-04,"Paphiopedalum",20.9,3
12.7,79,311,42,2022-03-27,"Miltoniopsis",18.1,5
7.4,110,324,41,2022-04-04,"Oncidium",22.4,4
6.6,0,252,39,2022-03-30,"Paphiopedalum",20.8,6
5.9,98,278,37,2022-03-10,"Paphiopedalum",21.3,8
27.8,78,270,34,2022-04-03,"Dendrobium",18.6,8
7.8,73,249,38,2022-03-29,"Cattleya",22,6
3.1,77,321,29,2022-04-05,"Odontoglossum",19.8,9
17.8,70,285,38,2022-03-28,"Vanda",25.5,7
7.3,63,289,35,2022-03-09,"Oncidium",20.5,7
9,73,261,37,2022-04-11,"Cattleya",20.9,5
11.3,79,269,35,2022-04-20,"Phalaenopsis",24.3,4
19.1,92,260,33,2022-03-18,"Cambria",21,7
8.6,100,253,39,2022-04-12,"Oncidium",22.6,4
12.6,82,303,37,2022-03-22,"Miltoniopsis",16.6,3
3.1,82,312,0,2022-03-22,"Odontoglossum",18.6,7
12.9,90,288,36,2022-04-14,"Miltoniopsis",19.3,3
22.3,65,292,40,2022-03-22,"Vanda",27.4,9
6.1,67,300,0,2022-03-16,"Paphiopedalum",19.7,8
24.1,91,266,40,2022-04-02,"Vanda",24.5,9
9.3,76,297,36,2022-04-06,"Cattleya",21.6,8
8.6,0,293,38,2022-03-19,"Oncidium",19.9,7
5.5,97,274,37,2022-03-18,"Oncidium",19.7,5
7.7,91,329,39,2022-03-16,"Cattleya",19.4,6
15,66,284,35,2022-03-30,"Miltoniopsis",18.5,8
13.2,87,269,39,2022-03-18,"Cymbidium",16.6,5
11.7,70,282,0,2022-03-09,"Phalaenopsis",25.8,5
7.3,88,280,36,2022-03-31,"Oncidium",22.4,5
8.3,0,266,41,2022-03-09,"Paphiopedalum",22.1,7
19.5,96,234,35,2022-04-23,"Cambria",22,7
3.5,89,288,33,2022-03-14,"Odontoglossum",18.7,7
14.6,64,261,37,2022-03-21,"Phalaenopsis",24.5,9
17.9,81,342,39,2022-04-20,"Cambria",21.3,9
21.4,0,268,0,2022-04-11,"Vanda",25.7,6
7.1,73,289,36,2022-03-14,"Cattleya",21.2,6
15.7,64,0,0,2022-03-23,"Cymbidium",17.6,8
5.5,66,239,40,2022-03-12,"Oncidium",20.3,7
26.5,92,253,37,2022-03-09,"Dendrobium",17.7,5
3.5,70,277,0,2022-03-25,"Odontoglossum",18,4
4.8,0,274,35,2022-03-12,"Paphiopedalum",21.5,10
3.1,73,0,37,2022-03-24,"Odontoglossum",18.3,9
14.7,70,284,34,2022-03-21,"Phalaenopsis",25,6
6.1,91,272,0,2022-03-10,"Paphiopedalum",20.5,6
3,58,280,34,2022-03-26,"Odontoglossum",16.8,7
12.9,62,243,39,2022-03-22,"Phalaenopsis",26.9,9
22.1,78,228,36,2022-04-03,"Dendrobium",18.5,9
16.3,68,280,39,2022-03-18,"Cambria",21.4,8
14.2,84,298,39,2022-03-16,"Miltoniopsis",17.1,4
23.9,0,273,36,2022-03-07,"Dendrobium",19.9,6
14.7,81,296,35,2022-03-28,"Phalaenopsis",23.8,8
3,94,286,40,2022-03-18,"Odontoglossum",18.2,8
19.9,83,248,38,2022-03-31,"Vanda",24.5,9
3.1,68,0,34,2022-03-04,"Odontoglossum",19.5,7
20.6,61,312,32,2022-03-07,"Vanda",27.2,3
13.4,78,292,35,2022-03-25,"Cymbidium",20,7
3.7,77,304,32,2022-03-23,"Odontoglossum",19.9,7
16.1,0,261,39,2022-04-09,"Phalaenopsis",25.7,6
22.1,66,289,0,2022-03-12,"Vanda",27.2,7
7.8,69,271,33,2022-03-08,"Paphiopedalum",21,7
8.9,81,279,35,2022-04-07,"Paphiopedalum",21.8,2
21.7,89,297,35,2022-03-22,"Dendrobium",17.3,7
9.1,69,330,38,2022-03-27,"Cattleya",21.8,7
8.8,88,315,36,2022-03-11,"Oncidium",22.4,6
17.9,66,311,36,2022-03-07,"Cambria",20.2,3
6.6,85,284,38,2022-04-05,"Oncidium",20.9,6
12.8,90,271,0,2022-04-06,"Phalaenopsis",23.6,8
14.4,106,258,36,2022-03-14,"Cymbidium",19.4,7
14.7,0,260,36,2022-03-12,"Phalaenopsis",24.8,7
15.4,0,240,41,2022-04-25,"Cymbidium",20.5,5
22.9,88,295,36,2022-03-31,"Vanda",26.2,10
2.9,82,325,37,2022-03-20,"Odontoglossum",18.3,8
15.1,71,289,36,2022-03-23,"Phalaenopsis",23.4,5
16.8,79,272,33,2022-03-10,"Miltoniopsis",20.7,8
8.9,0,0,37,2022-03-08,"Cattleya",21.4,9
16.1,71,282,36,2022-03-12,"Phalaenopsis",27.3,5
6.1,62,287,41,2022-03-09,"Oncidium",21.7,5
14.2,77,280,38,2022-03-14,"Cymbidium",19.3,4
3,60,302,37,2022-03-18,"Odontoglossum",19.7,4
7.9,0,247,39,2022-03-24,"Paphiopedalum",21.7,5
14.3,0,299,35,2022-04-17,"Cymbidium",19.2,9
15.4,0,306,40,2022-03-22,"Phalaenopsis",26.8,9
18,0,247,0,2022-03-02,"Dendrobium",17.2,6
25.5,74,301,35,2022-04-08,"Dendrobium",17.7,6
6.5,85,293,37,2022-03-28,"Cattleya",20.1,9
16.4,77,303,35,2022-03-20,"Cambria",21.3,7
21.3,0,258,40,2022-03-10,"Vanda",23.6,7
15.2,70,275,40,2022-03-05,"Phalaenopsis",24.6,7
7,95,307,35,2022-03-16,"Paphiopedalum",21,9
20.7,83,304,38,2022-04-08,"Dendrobium",18.1,8
21.5,84,259,34,2022-03-14,"Dendrobium",16.9,4
15.9,82,255,32,2022-03-08,"Cambria",20.8,4
8.5,74,246,36,2022-04-01,"Cattleya",21.6,6
5.7,63,256,36,2022-03-29,"Oncidium",21.4,7
15.2,87,244,0,2022-03-09,"Miltoniopsis",18.4,8
3.3,66,303,36,2022-04-01,"Odontoglossum",18,7
3.5,78,261,34,2022-03-03,"Odontoglossum",19.5,3
14.7,76,310,37,2022-03-30,"Cymbidium",19.1,6
17.8,81,278,0,2022-04-06,"Miltoniopsis",19.1,4
11.5,91,281,35,2022-03-17,"Cymbidium",19,7
20.2,82,278,36,2022-03-08,"Cambria",20.6,5
23,74,261,38,2022-03-29,"Vanda",27.2,6
14.5,73,278,0,2022-03-15,"Cymbidium",17.9,6
21,79,243,33,2022-03-25,"Cambria",19.4,7
11.9,92,273,39,2022-03-09,"Phalaenopsis",25,5
15.6,82,263,40,2022-03-11,"Cymbidium",19.3,4
14.6,82,245,38,2022-03-12,"Phalaenopsis",25.2,5
13.9,74,316,0,2022-03-14,"Miltoniopsis",17.9,6
19.7,77,286,38,2022-04-05,"Cambria",20.9,6
25.2,84,0,0,2022-04-03,"Dendrobium",20.4,7
16.9,0,0,36,2022-03-11,"Miltoniopsis",17.7,5
14.9,97,300,33,2022-03-24,"Cymbidium",17.2,6
18.6,83,264,38,2022-04-07,"Cambria",21.7,7
17.9,87,266,31,2022-04-05,"Cambria",20.1,7
16.1,74,284,40,2022-03-19,"Cambria",21.6,9
23.6,80,295,37,2022-03-29,"Vanda",24.4,7
14,0,258,40,2022-03-12,"Cymbidium",18.9,5
3.2,76,254,36,2022-04-04,"Odontoglossum",19.6,8
17.1,88,270,35,2022-03-29,"Phalaenopsis",25.8,9
6,91,268,38,2022-04-13,"Cattleya",19.8,6
19.6,69,314,41,2022-03-19,"Cambria",20.4,6
17.7,81,309,40,2022-04-16,"Cambria",22.2,7
14.1,83,248,31,2022-03-12,"Vanda",25.9,3
3.8,0,294,39,2022-03-20,"Odontoglossum",19.2,5
7,89,0,33,2022-04-11,"Oncidium",20.8,4
8.2,76,264,37,2022-03-19,"Cattleya",21.7,6
17.6,104,254,38,2022-03-03,"Phalaenopsis",24.8,5
13.4,94,324,34,2022-03-16,"Miltoniopsis",17.1,6
8,92,280,34,2022-03-11,"Oncidium",21.9,6
22.3,73,247,37,2022-04-21,"Dendrobium",19.3,5
24.6,85,247,39,2022-03-06,"Vanda",27.8,5
27.8,71,259,40,2022-03-15,"Dendrobium",19.9,4
7.6,65,259,39,2022-04-21,"Cattleya",20.6,4
16.9,81,296,0,2022-03-20,"Miltoniopsis",17.8,4
8.5,73,235,37,2022-04-03,"Cattleya",20.5,7
8.7,81,258,34,2022-03-28,"Oncidium",21.9,8
15.2,72,277,34,2022-03-26,"Phalaenopsis",27.5,6
12.1,81,254,39,2022-04-12,"Miltoniopsis",16,3
16.8,60,301,34,2022-03-14,"Cymbidium",20.2,5
13.3,97,291,38,2022-03-22,"Miltoniopsis",19.2,6
12.1,80,237,36,2022-03-23,"Phalaenopsis",25.5,9
16,73,269,32,2022-03-17,"Phalaenopsis",25.6,7
25.1,61,250,36,2022-03-06,"Vanda",28.2,6
6.6,0,311,35,2022-04-01,"Oncidium",22,8
17.4,82,300,41,2022-03-26,"Miltoniopsis",17.9,6
6.3,72,298,37,2022-03-06,"Oncidium",20.9,7
13.5,83,292,33,2022-03-20,"Miltoniopsis",17.4,7
26.9,84,318,38,2022-03-29,"Dendrobium",17.1,8
7.7,61,0,36,2022-03-31,"Oncidium",22.8,6
3.4,72,0,35,2022-03-26,"Odontoglossum",17.5,7
11.9,81,279,41,2022-03-08,"Cymbidium",18.5,4
11.9,76,286,34,2022-03-15,"Miltoniopsis",16.4,9
7.6,82,0,34,2022-04-02,"Paphiopedalum",21.6,5
14.5,79,284,38,2022-04-16,"Miltoniopsis",18.8,3
8,0,0,38,2022-03-07,"Cattleya",21.6,5
8.1,0,332,31,2022-03-11,"Paphiopedalum",22.3,8
9.3,84,353,0,2022-03-07,"Cattleya",20.8,5
13.6,65,0,33,2022-03-23,"Cymbidium",17.1,4
3.3,80,288,36,2022-03-18,"Odontoglossum",18.2,7
3,65,223,31,2022-03-19,"Odontoglossum",17,7
14.2,84,259,30,2022-03-11,"Miltoniopsis",18.9,7
7.5,0,0,0,2022-03-11,"Paphiopedalum",22.4,5
16,85,309,38,2022-03-09,"Cymbidium",20.8,4
15,62,253,34,2022-03-27,"Cymbidium",16.8,4
6.4,74,293,0,2022-03-19,"Oncidium",19.8,8
22.4,85,268,37,2022-04-20,"Cambria",22.2,4
13.2,92,290,36,2022-03-24,"Phalaenopsis",26.6,7
24.5,75,248,0,2022-04-04,"Dendrobium",17.6,9
13.7,78,0,34,2022-03-18,"Phalaenopsis",27.4,5
19,0,264,0,2022-03-12,"Miltoniopsis",19.8,6
15,73,268,38,2022-03-19,"Miltoniopsis",17.2,7
3,93,297,36,2022-03-09,"Odontoglossum",19.2,4
18.4,0,286,33,2022-04-11,"Phalaenopsis",27.3,3
14.4,92,288,38,2022-03-06,"Cymbidium",19.3,4
16.3,74,276,40,2022-03-21,"Miltoniopsis",19.2,7
12.2,69,314,36,2022-04-01,"Cymbidium",16.9,5
14.5,90,295,35,2022-03-18,"Miltoniopsis",18,8
15.3,74,273,42,2022-04-01,"Cymbidium",18.1,7
24.1,96,237,42,2022-03-24,"Dendrobium",18,6
15.7,83,316,0,2022-03-27,"Cambria",21.4,7
23.6,0,0,39,2022-04-06,"Dendrobium",20.6,7
13.3,85,266,28,2022-03-12,"Miltoniopsis",18.4,8
